City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed,,,,"<tr><td align=""right"">0</td><td>longyearbyen</td><td align=""right"">75</td><td>SJ</td><td align=""right"">1483588200</td><td align=""right"">73</td><td align=""right"">78.22</td><td align=""right"">15.64</td><td align=""right"">26.6</td><td align=""right"">19.46</td></tr>"
13,tasiilaq,75,GL,1528901400,60,65.61,-37.64,39.2,2.24,,,,<tr><td align=right>13</td><td>tasiilaq</td><td align=right>75</td><td>GL</td><td align=right>1528901400</td><td align=right>60</td><td align=right>65.61</td><td align=right>-37.64</td><td align=right>39.2</td><td align=right>2.24</td></tr>
14,chapais,40,CA,1528902000,38,49.78,-74.86,59,10.29,,,,<tr><td align=right>14</td><td>chapais</td><td align=right>40</td><td>CA</td><td align=right>1528902000</td><td align=right>38</td><td align=right>49.78</td><td align=right>-74.86</td><td align=right>59</td><td align=right>10.29</td></tr>
15,avarua,40,CK,1528902000,56,-21.21,-159.78,73.4,10.29,,,,<tr><td align=right>15</td><td>avarua</td><td align=right>40</td><td>CK</td><td align=right>1528902000</td><td align=right>56</td><td align=right>-21.21</td><td align=right>-159.78</td><td align=right>73.4</td><td align=right>10.29</td></tr>
16,hofn,75,IS,1528902000,87,64.25,-15.21,51.8,8.05,,,,<tr><td align=right>16</td><td>hofn</td><td align=right>75</td><td>IS</td><td align=right>1528902000</td><td align=right>87</td><td align=right>64.25</td><td align=right>-15.21</td><td align=right>51.8</td><td align=right>8.05</td></tr>
17,yukamenskoye,92,RU,1528905315,98,57.89,52.24,56.65,10.22,,,,<tr><td align=right>17</td><td>yukamenskoye</td><td align=right>92</td><td>RU</td><td align=right>1528905315</td><td align=right>98</td><td align=right>57.89</td><td align=right>52.24</td><td align=right>56.65</td><td align=right>10.22</td></tr>
18,khandbari,80,NP,1528905315,67,27.38,87.21,44.59,1.39,,,,<tr><td align=right>18</td><td>khandbari</td><td align=right>80</td><td>NP</td><td align=right>1528905315</td><td align=right>67</td><td align=right>27.38</td><td align=right>87.21</td><td align=right>44.59</td><td align=right>1.39</td></tr>
19,bethel,1,US,1528901580,93,60.79,-161.76,44.6,8.05,,,,<tr><td align=right>19</td><td>bethel</td><td align=right>1</td><td>US</td><td align=right>1528901580</td><td align=right>93</td><td align=right>60.79</td><td align=right>-161.76</td><td align=right>44.6</td><td align=right>8.05</td></tr>
20,ushuaia,75,AR,1528902000,64,-54.81,-68.31,41,3.36,,,,<tr><td align=right>20</td><td>ushuaia</td><td align=right>75</td><td>AR</td><td align=right>1528902000</td><td align=right>64</td><td align=right>-54.81</td><td align=right>-68.31</td><td align=right>41</td><td align=right>3.36</td></tr>
21,east london,0,ZA,1528902000,37,-33.02,27.91,69.8,5.82,,,,<tr><td align=right>21</td><td>east london</td><td align=right>0</td><td>ZA</td><td align=right>1528902000</td><td align=right>37</td><td align=right>-33.02</td><td align=right>27.91</td><td align=right>69.8</td><td align=right>5.82</td></tr>
22,bluff,76,AU,1528905321,76,-23.58,149.07,61.96,4.74,,,,<tr><td align=right>22</td><td>bluff</td><td align=right>76</td><td>AU</td><td align=right>1528905321</td><td align=right>76</td><td align=right>-23.58</td><td align=right>149.07</td><td align=right>61.96</td><td align=right>4.74</td></tr>
23,mount isa,75,AU,1528902000,100,-20.73,139.49,64.4,3.29,,,,<tr><td align=right>23</td><td>mount isa</td><td align=right>75</td><td>AU</td><td align=right>1528902000</td><td align=right>100</td><td align=right>-20.73</td><td align=right>139.49</td><td align=right>64.4</td><td align=right>3.29</td></tr>
24,pevek,0,RU,1528905321,71,69.7,170.27,36.94,6.98,,,,<tr><td align=right>24</td><td>pevek</td><td align=right>0</td><td>RU</td><td align=right>1528905321</td><td align=right>71</td><td align=right>69.7</td><td align=right>170.27</td><td align=right>36.94</td><td align=right>6.98</td></tr>
25,gao,24,ML,1528905321,16,16.28,-0.04,110.02,4.97,,,,<tr><td align=right>25</td><td>gao</td><td align=right>24</td><td>ML</td><td align=right>1528905321</td><td align=right>16</td><td align=right>16.28</td><td align=right>-0.04</td><td align=right>110.02</td><td align=right>4.97</td></tr>
26,cabo san lucas,75,MX,1528901160,74,22.89,-109.91,84.2,10.29,,,,<tr><td align=right>26</td><td>cabo san lucas</td><td align=right>75</td><td>MX</td><td align=right>1528901160</td><td align=right>74</td><td align=right>22.89</td><td align=right>-109.91</td><td align=right>84.2</td><td align=right>10.29</td></tr>
27,sao filipe,0,CV,1528905323,88,14.9,-24.5,75.73,13.02,,,,<tr><td align=right>27</td><td>sao filipe</td><td align=right>0</td><td>CV</td><td align=right>1528905323</td><td align=right>88</td><td align=right>14.9</td><td align=right>-24.5</td><td align=right>75.73</td><td align=right>13.02</td></tr>
28,tiksi,44,RU,1528905298,58,71.64,128.87,57.73,10.11,,,,<tr><td align=right>28</td><td>tiksi</td><td align=right>44</td><td>RU</td><td align=right>1528905298</td><td align=right>58</td><td align=right>71.64</td><td align=right>128.87</td><td align=right>57.73</td><td align=right>10.11</td></tr>
29,busselton,92,AU,1528905323,100,-33.64,115.35,60.43,10.56,,,,<tr><td align=right>29</td><td>busselton</td><td align=right>92</td><td>AU</td><td align=right>1528905323</td><td align=right>100</td><td align=right>-33.64</td><td align=right>115.35</td><td align=right>60.43</td><td align=right>10.56</td></tr>
30,alofi,76,NU,1528902000,88,-19.06,-169.92,71.6,3.36,,,,<tr><td align=right>30</td><td>alofi</td><td align=right>76</td><td>NU</td><td align=right>1528902000</td><td align=right>88</td><td align=right>-19.06</td><td align=right>-169.92</td><td align=right>71.6</td><td align=right>3.36</td></tr>
31,ola,75,RU,1528902000,100,59.58,151.3,42.8,7.76,,,,<tr><td align=right>31</td><td>ola</td><td align=right>75</td><td>RU</td><td align=right>1528902000</td><td align=right>100</td><td align=right>59.58</td><td align=right>151.3</td><td align=right>42.8</td><td align=right>7.76</td></tr>
32,atar,20,MR,1528902000,19,20.52,-13.05,91.4,9.17,,,,<tr><td align=right>32</td><td>atar</td><td align=right>20</td><td>MR</td><td align=right>1528902000</td><td align=right>19</td><td align=right>20.52</td><td align=right>-13.05</td><td align=right>91.4</td><td align=right>9.17</td></tr>
33,rikitea,0,PF,1528905325,100,-23.12,-134.97,73.57,8.66,,,,<tr><td align=right>33</td><td>rikitea</td><td align=right>0</td><td>PF</td><td align=right>1528905325</td><td align=right>100</td><td align=right>-23.12</td><td align=right>-134.97</td><td align=right>73.57</td><td align=right>8.66</td></tr>
34,hermanus,0,ZA,1528905325,24,-34.42,19.24,77.17,8.66,,,,<tr><td align=right>34</td><td>hermanus</td><td align=right>0</td><td>ZA</td><td align=right>1528905325</td><td align=right>24</td><td align=right>-34.42</td><td align=right>19.24</td><td align=right>77.17</td><td align=right>8.66</td></tr>
35,ponta delgada,75,PT,1528903800,88,37.73,-25.67,71.6,12.75,,,,<tr><td align=right>35</td><td>ponta delgada</td><td align=right>75</td><td>PT</td><td align=right>1528903800</td><td align=right>88</td><td align=right>37.73</td><td align=right>-25.67</td><td align=right>71.6</td><td align=right>12.75</td></tr>
36,bambari,24,CF,1528905326,84,5.77,20.68,81.85,7.65,,,,<tr><td align=right>36</td><td>bambari</td><td align=right>24</td><td>CF</td><td align=right>1528905326</td><td align=right>84</td><td align=right>5.77</td><td align=right>20.68</td><td align=right>81.85</td><td align=right>7.65</td></tr>
37,cap malheureux,75,MU,1528902000,69,-19.98,57.61,75.2,14.99,,,,<tr><td align=right>37</td><td>cap malheureux</td><td align=right>75</td><td>MU</td><td align=right>1528902000</td><td align=right>69</td><td align=right>-19.98</td><td align=right>57.61</td><td align=right>75.2</td><td align=right>14.99</td></tr>
38,puerto escondido,75,MX,1528901100,65,15.86,-97.07,80.6,3.36,,,,<tr><td align=right>38</td><td>puerto escondido</td><td align=right>75</td><td>MX</td><td align=right>1528901100</td><td align=right>65</td><td align=right>15.86</td><td align=right>-97.07</td><td align=right>80.6</td><td align=right>3.36</td></tr>
39,qaanaaq,32,GL,1528905330,100,77.48,-69.36,31.45,6.31,,,,<tr><td align=right>39</td><td>qaanaaq</td><td align=right>32</td><td>GL</td><td align=right>1528905330</td><td align=right>100</td><td align=right>77.48</td><td align=right>-69.36</td><td align=right>31.45</td><td align=right>6.31</td></tr>
40,new norfolk,20,AU,1528902000,87,-42.78,147.06,44.6,8.05,,,,<tr><td align=right>40</td><td>new norfolk</td><td align=right>20</td><td>AU</td><td align=right>1528902000</td><td align=right>87</td><td align=right>-42.78</td><td align=right>147.06</td><td align=right>44.6</td><td align=right>8.05</td></tr>
41,najran,40,SA,1528902000,13,17.54,44.22,98.6,11.41,,,,<tr><td align=right>41</td><td>najran</td><td align=right>40</td><td>SA</td><td align=right>1528902000</td><td align=right>13</td><td align=right>17.54</td><td align=right>44.22</td><td align=right>98.6</td><td align=right>11.41</td></tr>
42,isla mujeres,90,MX,1528904340,100,21.23,-86.73,75.2,16.11,,,,<tr><td align=right>42</td><td>isla mujeres</td><td align=right>90</td><td>MX</td><td align=right>1528904340</td><td align=right>100</td><td align=right>21.23</td><td align=right>-86.73</td><td align=right>75.2</td><td align=right>16.11</td></tr>
43,mar del plata,0,AR,1528905297,100,-46.43,-67.52,32.53,7.31,,,,<tr><td align=right>43</td><td>mar del plata</td><td align=right>0</td><td>AR</td><td align=right>1528905297</td><td align=right>100</td><td align=right>-46.43</td><td align=right>-67.52</td><td align=right>32.53</td><td align=right>7.31</td></tr>
44,provideniya,0,RU,1528905332,91,64.42,-173.23,40.63,10.78,,,,<tr><td align=right>44</td><td>provideniya</td><td align=right>0</td><td>RU</td><td align=right>1528905332</td><td align=right>91</td><td align=right>64.42</td><td align=right>-173.23</td><td align=right>40.63</td><td align=right>10.78</td></tr>
45,jamestown,12,AU,1528905333,88,-33.21,138.6,43.15,10.89,,,,<tr><td align=right>45</td><td>jamestown</td><td align=right>12</td><td>AU</td><td align=right>1528905333</td><td align=right>88</td><td align=right>-33.21</td><td align=right>138.6</td><td align=right>43.15</td><td align=right>10.89</td></tr>
46,medicine hat,20,CA,1528902000,34,50.04,-110.68,66.2,14.99,,,,<tr><td align=right>46</td><td>medicine hat</td><td align=right>20</td><td>CA</td><td align=right>1528902000</td><td align=right>34</td><td align=right>50.04</td><td align=right>-110.68</td><td align=right>66.2</td><td align=right>14.99</td></tr>
47,katsuura,8,JP,1528905334,88,33.93,134.5,62.05,7.54,,,,<tr><td align=right>47</td><td>katsuura</td><td align=right>8</td><td>JP</td><td align=right>1528905334</td><td align=right>88</td><td align=right>33.93</td><td align=right>134.5</td><td align=right>62.05</td><td align=right>7.54</td></tr>
48,aklavik,20,CA,1528902000,53,68.22,-135.01,51.8,11.41,,,,<tr><td align=right>48</td><td>aklavik</td><td align=right>20</td><td>CA</td><td align=right>1528902000</td><td align=right>53</td><td align=right>68.22</td><td align=right>-135.01</td><td align=right>51.8</td><td align=right>11.41</td></tr>
49,tuktoyaktuk,20,CA,1528902000,61,69.44,-133.03,46.4,6.93,,,,<tr><td align=right>49</td><td>tuktoyaktuk</td><td align=right>20</td><td>CA</td><td align=right>1528902000</td><td align=right>61</td><td align=right>69.44</td><td align=right>-133.03</td><td align=right>46.4</td><td align=right>6.93</td></tr>
50,kapaa,90,US,1528901760,88,22.08,-159.32,75.2,14.99,,,,<tr><td align=right>50</td><td>kapaa</td><td align=right>90</td><td>US</td><td align=right>1528901760</td><td align=right>88</td><td align=right>22.08</td><td align=right>-159.32</td><td align=right>75.2</td><td align=right>14.99</td></tr>
51,mildura,0,AU,1528905300,92,-34.18,142.16,45.67,9.66,,,,<tr><td align=right>51</td><td>mildura</td><td align=right>0</td><td>AU</td><td align=right>1528905300</td><td align=right>92</td><td align=right>-34.18</td><td align=right>142.16</td><td align=right>45.67</td><td align=right>9.66</td></tr>
52,souillac,75,FR,1528903800,49,45.6,-0.6,73.4,10.29,,,,<tr><td align=right>52</td><td>souillac</td><td align=right>75</td><td>FR</td><td align=right>1528903800</td><td align=right>49</td><td align=right>45.6</td><td align=right>-0.6</td><td align=right>73.4</td><td align=right>10.29</td></tr>
53,lorengau,100,PG,1528905336,100,-2.02,147.27,80.59,3.85,,,,<tr><td align=right>53</td><td>lorengau</td><td align=right>100</td><td>PG</td><td align=right>1528905336</td><td align=right>100</td><td align=right>-2.02</td><td align=right>147.27</td><td align=right>80.59</td><td align=right>3.85</td></tr>
54,praia,20,BR,1528902000,47,-20.25,-43.81,82.4,3.36,,,,<tr><td align=right>54</td><td>praia</td><td align=right>20</td><td>BR</td><td align=right>1528902000</td><td align=right>47</td><td align=right>-20.25</td><td align=right>-43.81</td><td align=right>82.4</td><td align=right>3.36</td></tr>
55,port alfred,0,ZA,1528905338,50,-33.59,26.89,76.54,7.2,,,,<tr><td align=right>55</td><td>port alfred</td><td align=right>0</td><td>ZA</td><td align=right>1528905338</td><td align=right>50</td><td align=right>-33.59</td><td align=right>26.89</td><td align=right>76.54</td><td align=right>7.2</td></tr>
56,barranca,0,PE,1528905339,98,-10.75,-77.76,61.87,9.89,,,,<tr><td align=right>56</td><td>barranca</td><td align=right>0</td><td>PE</td><td align=right>1528905339</td><td align=right>98</td><td align=right>-10.75</td><td align=right>-77.76</td><td align=right>61.87</td><td align=right>9.89</td></tr>
57,nome,40,US,1528902900,70,30.04,-94.42,87.8,3.36,,,,<tr><td align=right>57</td><td>nome</td><td align=right>40</td><td>US</td><td align=right>1528902900</td><td align=right>70</td><td align=right>30.04</td><td align=right>-94.42</td><td align=right>87.8</td><td align=right>3.36</td></tr>
58,matay,0,EG,1528905339,23,28.42,30.79,97.69,6.98,,,,<tr><td align=right>58</td><td>matay</td><td align=right>0</td><td>EG</td><td align=right>1528905339</td><td align=right>23</td><td align=right>28.42</td><td align=right>30.79</td><td align=right>97.69</td><td align=right>6.98</td></tr>
59,saskylakh,48,RU,1528905339,55,71.97,114.09,59.53,5.86,,,,<tr><td align=right>59</td><td>saskylakh</td><td align=right>48</td><td>RU</td><td align=right>1528905339</td><td align=right>55</td><td align=right>71.97</td><td align=right>114.09</td><td align=right>59.53</td><td align=right>5.86</td></tr>
60,itarema,0,BR,1528905340,61,-2.92,-39.92,88.33,12.57,,,,<tr><td align=right>60</td><td>itarema</td><td align=right>0</td><td>BR</td><td align=right>1528905340</td><td align=right>61</td><td align=right>-2.92</td><td align=right>-39.92</td><td align=right>88.33</td><td align=right>12.57</td></tr>
61,butaritari,56,KI,1528905340,100,3.07,172.79,81.13,7.31,,,,<tr><td align=right>61</td><td>butaritari</td><td align=right>56</td><td>KI</td><td align=right>1528905340</td><td align=right>100</td><td align=right>3.07</td><td align=right>172.79</td><td align=right>81.13</td><td align=right>7.31</td></tr>
62,peniche,20,PT,1528903800,64,39.36,-9.38,75.2,12.75,,,,<tr><td align=right>62</td><td>peniche</td><td align=right>20</td><td>PT</td><td align=right>1528903800</td><td align=right>64</td><td align=right>39.36</td><td align=right>-9.38</td><td align=right>75.2</td><td align=right>12.75</td></tr>
63,beloha,0,MG,1528905340,57,-25.17,45.06,71.95,16.37,,,,<tr><td align=right>63</td><td>beloha</td><td align=right>0</td><td>MG</td><td align=right>1528905340</td><td align=right>57</td><td align=right>-25.17</td><td align=right>45.06</td><td align=right>71.95</td><td align=right>16.37</td></tr>
64,anadyr,0,RU,1528902000,57,64.73,177.51,48.2,4.47,,,,<tr><td align=right>64</td><td>anadyr</td><td align=right>0</td><td>RU</td><td align=right>1528902000</td><td align=right>57</td><td align=right>64.73</td><td align=right>177.51</td><td align=right>48.2</td><td align=right>4.47</td></tr>
65,luderitz,12,NA,1528905342,64,-26.65,15.16,64.03,17.38,,,,<tr><td align=right>65</td><td>luderitz</td><td align=right>12</td><td>NA</td><td align=right>1528905342</td><td align=right>64</td><td align=right>-26.65</td><td align=right>15.16</td><td align=right>64.03</td><td align=right>17.38</td></tr>
66,rochester,1,US,1528902960,37,44.02,-92.46,73.4,6.93,,,,<tr><td align=right>66</td><td>rochester</td><td align=right>1</td><td>US</td><td align=right>1528902960</td><td align=right>37</td><td align=right>44.02</td><td align=right>-92.46</td><td align=right>73.4</td><td align=right>6.93</td></tr>
67,bosaso,0,SO,1528905347,86,11.28,49.18,89.77,3.96,,,,<tr><td align=right>67</td><td>bosaso</td><td align=right>0</td><td>SO</td><td align=right>1528905347</td><td align=right>86</td><td align=right>11.28</td><td align=right>49.18</td><td align=right>89.77</td><td align=right>3.96</td></tr>
68,faanui,0,PF,1528905347,100,-16.48,-151.75,79.96,11.79,,,,<tr><td align=right>68</td><td>faanui</td><td align=right>0</td><td>PF</td><td align=right>1528905347</td><td align=right>100</td><td align=right>-16.48</td><td align=right>-151.75</td><td align=right>79.96</td><td align=right>11.79</td></tr>
69,grindavik,75,IS,1528902000,70,63.84,-22.43,48.2,5.82,,,,<tr><td align=right>69</td><td>grindavik</td><td align=right>75</td><td>IS</td><td align=right>1528902000</td><td align=right>70</td><td align=right>63.84</td><td align=right>-22.43</td><td align=right>48.2</td><td align=right>5.82</td></tr>
70,margate,20,AU,1528902000,87,-43.03,147.26,44.6,8.05,,,,<tr><td align=right>70</td><td>margate</td><td align=right>20</td><td>AU</td><td align=right>1528902000</td><td align=right>87</td><td align=right>-43.03</td><td align=right>147.26</td><td align=right>44.6</td><td align=right>8.05</td></tr>
71,marsh harbour,88,BS,1528905349,95,26.54,-77.06,82.39,10,,,,<tr><td align=right>71</td><td>marsh harbour</td><td align=right>88</td><td>BS</td><td align=right>1528905349</td><td align=right>95</td><td align=right>26.54</td><td align=right>-77.06</td><td align=right>82.39</td><td align=right>10</td></tr>
72,comodoro rivadavia,40,AR,1528902000,60,-45.87,-67.48,42.8,9.17,,,,<tr><td align=right>72</td><td>comodoro rivadavia</td><td align=right>40</td><td>AR</td><td align=right>1528902000</td><td align=right>60</td><td align=right>-45.87</td><td align=right>-67.48</td><td align=right>42.8</td><td align=right>9.17</td></tr>
73,upernavik,92,GL,1528905350,100,72.79,-56.15,29.29,3.74,,,,<tr><td align=right>73</td><td>upernavik</td><td align=right>92</td><td>GL</td><td align=right>1528905350</td><td align=right>100</td><td align=right>72.79</td><td align=right>-56.15</td><td align=right>29.29</td><td align=right>3.74</td></tr>
74,uige,0,AO,1528905350,29,-7.61,15.06,86.8,3.18,,,,<tr><td align=right>74</td><td>uige</td><td align=right>0</td><td>AO</td><td align=right>1528905350</td><td align=right>29</td><td align=right>-7.61</td><td align=right>15.06</td><td align=right>86.8</td><td align=right>3.18</td></tr>
75,bredasdorp,0,ZA,1528902000,23,-34.53,20.04,82.4,5.82,,,,<tr><td align=right>75</td><td>bredasdorp</td><td align=right>0</td><td>ZA</td><td align=right>1528902000</td><td align=right>23</td><td align=right>-34.53</td><td align=right>20.04</td><td align=right>82.4</td><td align=right>5.82</td></tr>
76,bodden town,40,KY,1528902000,78,19.28,-81.25,80.6,16.11,,,,<tr><td align=right>76</td><td>bodden town</td><td align=right>40</td><td>KY</td><td align=right>1528902000</td><td align=right>78</td><td align=right>19.28</td><td align=right>-81.25</td><td align=right>80.6</td><td align=right>16.11</td></tr>
77,guerrero negro,44,MX,1528905350,88,27.97,-114.04,63.85,3.74,,,,<tr><td align=right>77</td><td>guerrero negro</td><td align=right>44</td><td>MX</td><td align=right>1528905350</td><td align=right>88</td><td align=right>27.97</td><td align=right>-114.04</td><td align=right>63.85</td><td align=right>3.74</td></tr>
78,bilma,0,NE,1528905351,12,18.69,12.92,110.47,4.63,,,,<tr><td align=right>78</td><td>bilma</td><td align=right>0</td><td>NE</td><td align=right>1528905351</td><td align=right>12</td><td align=right>18.69</td><td align=right>12.92</td><td align=right>110.47</td><td align=right>4.63</td></tr>
79,carnarvon,0,ZA,1528905351,30,-30.97,22.13,60.43,14.25,,,,<tr><td align=right>79</td><td>carnarvon</td><td align=right>0</td><td>ZA</td><td align=right>1528905351</td><td align=right>30</td><td align=right>-30.97</td><td align=right>22.13</td><td align=right>60.43</td><td align=right>14.25</td></tr>
80,ponta do sol,12,BR,1528905352,72,-20.63,-46,78.25,3.96,,,,<tr><td align=right>80</td><td>ponta do sol</td><td align=right>12</td><td>BR</td><td align=right>1528905352</td><td align=right>72</td><td align=right>-20.63</td><td align=right>-46</td><td align=right>78.25</td><td align=right>3.96</td></tr>
81,vila franca do campo,75,PT,1528903800,88,37.72,-25.43,71.6,12.75,,,,<tr><td align=right>81</td><td>vila franca do campo</td><td align=right>75</td><td>PT</td><td align=right>1528903800</td><td align=right>88</td><td align=right>37.72</td><td align=right>-25.43</td><td align=right>71.6</td><td align=right>12.75</td></tr>
82,puerto del rosario,20,ES,1528903800,60,28.5,-13.86,73.4,17.22,,,,<tr><td align=right>82</td><td>puerto del rosario</td><td align=right>20</td><td>ES</td><td align=right>1528903800</td><td align=right>60</td><td align=right>28.5</td><td align=right>-13.86</td><td align=right>73.4</td><td align=right>17.22</td></tr>
83,sitka,20,US,1528905353,92,37.17,-99.65,74.02,5.97,,,,<tr><td align=right>83</td><td>sitka</td><td align=right>20</td><td>US</td><td align=right>1528905353</td><td align=right>92</td><td align=right>37.17</td><td align=right>-99.65</td><td align=right>74.02</td><td align=right>5.97</td></tr>
84,camacha,75,PT,1528903800,72,33.08,-16.33,68,16.11,,,,<tr><td align=right>84</td><td>camacha</td><td align=right>75</td><td>PT</td><td align=right>1528903800</td><td align=right>72</td><td align=right>33.08</td><td align=right>-16.33</td><td align=right>68</td><td align=right>16.11</td></tr>
85,saint-philippe,1,CA,1528902900,54,45.36,-73.48,78.8,11.41,,,,<tr><td align=right>85</td><td>saint-philippe</td><td align=right>1</td><td>CA</td><td align=right>1528902900</td><td align=right>54</td><td align=right>45.36</td><td align=right>-73.48</td><td align=right>78.8</td><td align=right>11.41</td></tr>
86,port blair,92,IN,1528905357,97,11.67,92.75,84.37,25.1,,,,<tr><td align=right>86</td><td>port blair</td><td align=right>92</td><td>IN</td><td align=right>1528905357</td><td align=right>97</td><td align=right>11.67</td><td align=right>92.75</td><td align=right>84.37</td><td align=right>25.1</td></tr>
87,albany,90,US,1528903860,68,42.65,-73.75,69.8,3.36,,,,<tr><td align=right>87</td><td>albany</td><td align=right>90</td><td>US</td><td align=right>1528903860</td><td align=right>68</td><td align=right>42.65</td><td align=right>-73.75</td><td align=right>69.8</td><td align=right>3.36</td></tr>
88,barrow,88,AR,1528905182,72,-38.31,-60.23,50.26,8.21,,,,<tr><td align=right>88</td><td>barrow</td><td align=right>88</td><td>AR</td><td align=right>1528905182</td><td align=right>72</td><td align=right>-38.31</td><td align=right>-60.23</td><td align=right>50.26</td><td align=right>8.21</td></tr>
89,qorveh,92,IR,1528905357,22,35.17,47.8,76.72,3.18,,,,<tr><td align=right>89</td><td>qorveh</td><td align=right>92</td><td>IR</td><td align=right>1528905357</td><td align=right>22</td><td align=right>35.17</td><td align=right>47.8</td><td align=right>76.72</td><td align=right>3.18</td></tr>
90,san jeronimo,90,PE,1528902000,81,-13.65,-73.37,46.4,2.39,,,,<tr><td align=right>90</td><td>san jeronimo</td><td align=right>90</td><td>PE</td><td align=right>1528902000</td><td align=right>81</td><td align=right>-13.65</td><td align=right>-73.37</td><td align=right>46.4</td><td align=right>2.39</td></tr>
91,mataura,24,NZ,1528905299,79,-46.19,168.86,25.69,3.18,,,,<tr><td align=right>91</td><td>mataura</td><td align=right>24</td><td>NZ</td><td align=right>1528905299</td><td align=right>79</td><td align=right>-46.19</td><td align=right>168.86</td><td align=right>25.69</td><td align=right>3.18</td></tr>
